in_channels,out_channels,kernel_size,stride,groups,hw
1444,1496,1,1,2,7
3210,3150,3,2,15,28
824,3773,1,1,1,7
68,57,1,1,1,56
1647,1600,1,1,1,7
403,390,3,1,13,14
1733,388,1,1,1,14
166,518,1,1,1,28
1702,1456,1,1,1,7
1391,1255,1,1,1,14
740,740,3,1,20,14
1580,380,1,1,1,28
891,880,3,1,11,14
2760,2760,3,2,40,14
192,184,3,1,4,56
3096,3069,3,2,9,56
663,624,3,1,39,14
68,68,3,1,2,56
419,159,1,1,1,56
69,185,1,2,1,56
72,138,1,1,1,112
1586,1534,3,1,13,14
1673,1652,3,1,7,112
45,87,1,2,1,112
494,1205,1,1,1,28
1190,1176,3,2,7,28
192,304,1,2,1,56
155,240,1,2,1,56
6,17,1,1,1,112
548,540,1,1,1,7
3967,2196,1,1,1,14
828,810,3,1,6,56
56,56,3,2,7,14
470,1651,1,1,1,14
95,65,1,1,1,56
1892,399,1,1,1,7
147,193,1,2,1,112
3864,3822,3,1,42,7
234,1234,1,1,1,56
2739,2706,3,1,33,14
3780,2982,3,1,42,14
807,241,1,1,1,56
66,128,1,1,1,56
495,545,3,2,5,28
1253,1747,1,1,1,14
149,152,1,1,1,28
67,105,1,1,1,14
322,315,3,1,7,28
309,360,1,2,3,28
1209,1170,3,1,39,7
3308,769,1,1,1,7
656,3051,1,1,1,28
459,436,1,1,1,28
1386,1386,3,2,21,14
159,183,3,2,3,56
32,53,1,1,1,7
2480,2640,3,2,40,14
27,25,1,1,1,7
1390,313,1,1,1,7
1530,1530,3,1,18,14
939,989,1,1,1,7
37,42,1,1,1,112
133,152,3,2,19,7
18,16,3,2,1,112
14,21,1,1,1,112
2141,553,1,1,1,56
265,255,3,1,5,56
82,161,1,2,1,112
3024,2982,3,1,42,7
1722,1681,3,1,41,14
1650,1617,3,2,33,14
71,61,1,1,1,112
560,560,3,2,28,14
292,386,1,2,2,56
385,380,3,2,5,56
3226,3111,1,1,1,14
1235,1235,3,2,19,14
2124,2106,3,1,18,14
1350,346,1,1,1,28
244,362,1,2,2,56
1704,1680,3,1,12,14
51,207,1,1,1,28
409,123,1,1,1,7
15,21,1,1,1,112
1316,283,1,1,1,14
655,650,3,1,5,56
1639,1628,3,1,11,28
1023,1023,3,2,11,14
570,605,1,1,1,56
340,284,3,2,2,112
810,786,3,2,6,56
1026,988,3,1,38,14
725,721,1,1,1,7
54,54,3,2,27,7
792,814,3,2,22,7
11,17,1,1,1,14
3655,3621,3,1,17,28
2028,2028,3,2,39,14
505,287,1,1,1,56
400,400,3,2,25,14
63,60,3,2,3,28
840,840,3,2,20,14
105,102,3,2,3,56
1705,2987,1,1,1,7
156,70,1,1,1,14
911,3639,1,1,1,14
540,535,3,1,5,56
556,3163,1,1,1,7
1643,1612,3,2,31,14
2739,2541,3,1,33,14
3948,3948,3,2,42,7
142,311,1,1,1,7
19,29,1,1,1,7
1545,1250,1,1,1,14
749,168,1,1,1,7
189,802,1,1,1,14
2220,2220,3,2,30,14
1047,498,1,1,1,7
937,372,1,1,1,56
363,363,3,2,11,14
864,864,3,2,36,14
3317,965,1,1,1,7
70,99,1,1,1,28
1860,1840,3,2,20,7
380,375,3,2,5,56
3264,3232,3,1,32,7
113,61,1,1,1,112
1210,1228,1,1,1,28
2419,2378,3,1,41,7
269,633,1,1,1,28
648,648,3,2,18,14
42,42,3,2,7,14
3256,778,1,1,1,7
388,1012,1,1,1,56
984,978,3,1,6,56
1478,307,1,1,1,7
799,824,1,1,1,56
3234,3192,3,1,42,7
692,1735,1,1,1,14
695,534,1,1,1,7
2641,2619,1,1,1,7
210,102,1,1,1,56
43,37,1,1,1,28
310,300,3,1,5,56
2573,2542,3,1,31,14
458,165,1,1,1,56
1054,813,1,1,1,7
1735,1597,1,1,1,14
213,234,1,1,1,7
2720,2680,3,2,40,14
198,739,1,1,1,56
53,38,1,1,1,14
12,20,3,2,1,112
1056,1056,3,2,16,14
656,148,1,1,1,7
16,23,1,1,1,28
1944,1955,1,1,1,7
32,28,3,2,2,112
111,111,3,1,37,7
632,728,1,1,2,14
82,161,1,2,1,28
548,139,1,1,1,28
59,94,1,1,1,28
68,66,1,1,1,112
2178,2148,3,2,6,56
266,360,1,2,2,56
58,62,3,1,2,112
480,330,3,1,5,28
87,104,1,1,1,14
1984,1836,1,1,2,7
17,17,1,1,1,112
1560,1352,1,1,1,56
50,35,1,1,1,14
264,79,1,1,1,7
8,11,1,1,1,7
1518,1641,3,2,3,112
132,132,3,2,6,14
11,16,1,1,1,7
644,637,3,1,7,28
1411,312,1,1,1,14
3378,781,1,1,1,7
115,185,1,2,1,56
966,954,3,1,6,56
204,93,1,1,1,56
253,230,3,1,23,14
478,2018,1,1,1,7
27,79,1,1,1,7
1022,366,1,1,1,28
326,1494,1,1,1,14
2417,2310,1,1,1,28
1111,994,1,1,1,14
820,779,3,1,41,7
1998,1961,3,2,37,14
104,120,3,2,2,56
510,178,1,1,1,56
799,730,1,1,1,7
165,73,1,1,1,14
71,111,1,2,1,112
28,27,3,2,1,112
48,46,3,1,1,112
3187,738,1,1,1,7
145,539,1,1,1,112
214,94,1,1,1,56
710,730,3,2,5,112
2640,2640,3,2,24,7
2075,2100,3,1,5,112
282,352,1,2,2,56
666,660,3,2,6,28
900,890,3,2,5,56
2640,2640,3,2,40,14
108,104,3,1,4,28
3298,3298,3,1,34,7
330,300,3,1,30,14
58,53,1,1,1,7
2070,2050,3,1,10,28
2985,2909,1,1,1,28
1120,1100,3,2,10,28
3861,3861,3,1,39,7
80,80,3,2,4,28
396,396,3,2,36,14
90,125,1,1,1,56
2088,2064,3,2,24,7
61,151,1,1,1,56
2068,2046,3,2,22,7
3168,3136,3,1,32,7
2532,2634,3,1,6,112
207,1000,1,1,1,14
118,119,1,1,1,112
1320,1720,3,2,40,14
1092,1092,3,2,12,14
3446,3419,1,1,1,7
1170,1170,3,2,15,14
3857,3857,3,2,29,14
834,1759,1,1,1,7
3762,3724,3,2,38,7
157,84,1,1,1,112
366,1583,1,1,1,7
8,13,3,1,1,112
238,238,3,1,17,14
15,21,3,2,1,28
6,13,1,1,1,112
1456,3866,1,1,1,7
544,544,3,2,8,28
1150,1150,3,2,25,14
1971,1944,3,1,9,28
59,97,1,2,1,112
396,387,3,1,9,14
2856,2814,3,2,42,7
70,54,1,1,1,28
322,308,3,1,14,14
172,883,1,1,1,112
129,207,1,2,1,112
37,40,3,2,1,112
3744,3744,3,2,32,7
454,156,1,1,1,56
1725,1700,3,2,25,7
349,138,1,1,1,56
52,50,3,1,2,112
2603,2584,3,2,19,14
359,139,1,1,1,56
156,537,1,1,1,28
104,100,3,2,4,56
230,342,1,2,2,56
117,114,3,2,3,56
36,27,1,1,1,56
39,110,1,1,1,14
2598,581,1,1,1,14
1701,1680,3,2,21,14
691,195,1,1,1,28
39,140,1,1,1,56
323,361,3,2,19,7
231,645,1,1,1,56
208,250,3,1,2,112
320,320,3,2,16,14
110,267,1,1,1,112
1392,1368,3,1,24,14
2142,2125,3,2,17,14
90,90,3,2,3,56
3551,3580,1,1,1,28
52,82,1,1,1,28
5,10,3,1,1,112
155,351,1,1,1,112
2146,2109,3,1,37,14
209,96,1,1,1,56
102,99,3,2,3,56
216,143,1,1,1,56
512,2316,1,1,2,7
1182,900,3,1,6,28
43,71,1,2,1,56
293,306,1,1,1,28
288,1313,1,1,1,7
182,94,1,1,1,56
27,63,1,1,1,7
2638,2306,1,1,1,56
2730,2709,3,2,7,112
2825,2825,3,1,25,7
760,848,3,2,4,14
1805,400,1,1,1,14
50,54,3,1,1,112
136,132,3,1,2,112
1284,1308,3,1,6,112
30,31,1,1,1,7
2825,1597,1,1,1,7
767,3709,1,1,1,7
1900,1621,1,1,1,56
882,840,3,1,42,7
28,27,1,1,1,28
232,295,1,1,1,7
2193,473,1,1,1,7
147,140,3,2,7,14
1884,1872,3,1,12,14
2232,2232,3,2,36,14
710,941,1,1,1,112
392,378,3,1,14,14
2891,857,1,1,1,7
834,233,1,1,1,28
1443,1430,3,1,13,14
1320,1296,3,2,24,14
2478,2380,3,2,14,28
640,672,3,2,8,28
364,351,3,1,13,14
1177,380,1,1,1,7
799,1483,1,1,1,14
3952,3952,3,2,38,7
176,175,1,1,1,7
1371,3806,1,1,1,14
1193,1164,1,1,1,7
28,84,1,2,1,112
2856,2814,3,1,42,7
57,60,3,1,3,112
3892,3892,3,1,28,14
10,17,1,1,1,56
1016,247,1,1,1,14
910,860,3,2,5,112
132,148,3,1,2,56
1806,1764,3,1,42,7
749,854,1,1,7,14
340,1403,1,1,1,14
1404,1512,3,2,27,14
37,44,3,2,1,112
312,1237,1,1,1,7
108,279,1,1,1,56
380,380,3,1,38,7
750,245,1,1,1,56
1508,1479,3,2,29,14
522,516,3,1,6,28
2070,2055,3,2,15,14
142,295,1,1,1,112
8,8,1,1,1,7
3509,3461,1,1,1,7
1034,1023,3,1,11,14
2592,2544,3,2,16,14
1234,319,1,1,1,28
430,455,1,1,5,14
578,544,3,1,34,14
1411,333,1,1,1,14
608,570,3,1,38,7
166,73,1,1,1,28
2280,3940,3,1,10,7
64,64,3,2,2,112
3968,3015,1,1,1,14
105,51,1,1,1,14
4,10,1,2,1,112
621,584,1,1,1,14
2,4,1,1,1,112
1560,762,3,1,6,14
368,360,3,1,8,28
360,350,3,2,5,56
650,640,3,2,5,56
254,286,1,1,1,112
273,260,3,1,13,14
66,141,1,1,1,7
27,73,1,1,1,56
2262,1326,3,1,39,14
253,242,3,1,11,14
1721,397,1,1,1,14
481,444,3,1,37,14
41,38,3,2,1,112
2880,2853,3,2,9,28
3684,3662,1,1,1,7
20,20,1,1,1,14
2660,2660,3,2,38,7
3377,3355,3,2,11,28
1300,319,1,1,1,14
3527,3560,1,1,1,14
4,8,1,1,1,112
1220,1220,3,1,20,14
3577,708,1,1,1,14
34,31,1,1,1,56
2192,508,1,1,1,28
1445,1259,1,1,1,14
112,202,1,2,1,112
723,2761,1,1,1,7
187,260,1,2,1,56
2959,619,1,1,1,14
2878,2672,1,1,1,14
3818,3796,1,1,1,7
254,262,1,1,1,14
735,2688,1,1,1,7
258,276,1,1,2,56
420,420,3,2,21,14
691,238,1,1,1,56
340,1063,1,1,1,7
1513,345,1,1,1,14
301,102,1,1,1,14
1080,1065,3,1,15,14
134,141,1,1,1,28
624,566,1,1,1,14
227,130,1,1,1,56
1702,1665,3,1,37,14
132,132,3,1,22,7
1974,2052,3,1,6,112
630,308,1,1,1,7
164,132,3,2,2,112
1237,254,1,1,1,7
2334,3750,3,1,6,14
786,768,3,1,6,56
81,120,1,2,1,56
660,490,3,1,10,14
138,132,3,2,6,28
3368,3250,1,1,1,7
1226,1022,1,1,1,14
366,377,1,2,1,56
136,318,1,1,1,14
548,492,3,2,4,112
507,507,3,2,13,14
11,32,1,1,1,112
85,168,1,2,1,112
3114,3042,3,2,18,14
15,37,1,1,1,7
2176,2160,3,1,16,14
152,144,3,1,8,14
48,54,3,2,1,112
348,98,1,1,1,28
28,18,1,1,1,56
984,976,3,2,8,28
1280,1184,3,1,8,28
31,46,1,1,1,7
120,120,3,2,30,7
24,47,1,1,1,112
48,69,1,1,1,56
27,69,1,1,1,7
370,360,3,1,5,56
435,282,1,1,3,28
33,61,1,2,1,112
952,952,3,1,4,112
850,850,3,1,34,14
2548,497,1,1,1,56
426,1339,1,1,1,28
410,400,3,1,10,14
2713,516,1,1,1,28
3245,3059,1,1,1,28
3310,3017,1,1,1,7
679,2917,1,1,1,7
1911,1911,3,2,21,7
3485,731,1,1,1,14
255,245,3,1,5,56
3317,3255,3,1,31,7
714,672,3,1,42,7
224,796,1,1,1,112
52,48,3,1,4,14
2890,2890,3,1,34,7
268,360,1,2,2,56
190,312,1,2,2,56
2898,2877,3,2,21,14
2135,2100,3,1,35,14
195,502,1,1,1,56
2660,2660,3,2,35,7
45,59,1,1,1,7
26,37,1,1,1,7
2898,2856,3,1,42,7
30,42,1,1,1,7
63,112,1,1,1,112
9,30,1,1,1,112
1175,3820,1,1,1,7
917,205,1,1,1,7
751,3300,1,1,1,14
118,244,1,2,1,56
61,43,1,1,1,56
80,76,3,1,4,56
1715,1995,3,2,35,14
565,560,3,2,5,56
1221,1184,3,2,37,14
2688,2660,3,2,28,7
105,144,1,2,1,112
2321,2288,3,1,11,28
359,148,1,1,1,112
756,728,3,1,28,14
21,51,1,1,1,112
204,320,1,2,2,56
181,171,1,1,1,56
180,190,1,1,1,28
1080,1072,3,1,8,28
455,441,3,1,7,28
1356,1334,1,1,1,7
23,51,1,1,1,14
3836,2470,1,1,1,56
296,947,1,1,1,7
1914,432,1,1,1,14
3537,3421,1,1,1,14
882,868,3,2,7,28
156,156,3,2,26,7
340,323,3,2,17,7
732,3016,1,1,2,7
458,118,1,1,1,7
632,236,1,1,1,56
107,232,1,2,1,56
187,933,1,1,1,28
40,37,1,1,1,56
1122,1258,3,2,34,7
187,613,1,1,1,28
2232,2196,3,1,36,14
1092,1092,3,2,26,14
79,131,1,2,1,112
2001,423,1,1,1,14
720,720,3,1,16,14
361,581,1,1,1,56
824,3142,1,1,1,14
17,20,3,1,1,112
87,209,1,2,1,56
149,220,1,2,1,112
7,15,3,1,1,112
732,2050,1,1,1,14
167,272,1,1,1,56
2678,2306,1,1,1,7
3696,3654,3,1,42,14
576,640,3,2,4,28
168,162,3,1,6,28
238,224,3,1,7,28
1050,1050,3,2,35,14
226,96,1,1,1,56
1440,1536,3,2,32,14
1083,1083,3,2,19,14
88,117,1,1,1,14
1716,1463,1,1,1,56
148,197,1,2,1,112
2765,628,1,1,1,14
285,266,3,1,19,14
945,3915,1,1,1,56
1360,1336,3,2,8,28
84,84,3,2,28,7
1911,1890,3,2,7,56
2475,3425,3,1,25,14
2977,2786,1,1,1,14
2316,2418,3,2,6,112
232,344,1,2,2,56
549,554,1,2,1,28
3300,3300,3,1,30,7
3108,3066,3,1,42,7
2268,2604,3,2,42,14
350,343,3,1,7,28
238,271,1,1,1,14
912,1392,1,2,2,14
30,55,1,1,1,112
1227,3671,1,1,1,28
42,83,1,2,1,112
612,612,3,1,34,14
652,1456,1,1,2,28
116,195,1,1,1,112
2062,680,1,1,1,28
17,61,1,2,1,112
6,13,1,1,1,7
1750,1736,3,2,14,14
2359,504,1,1,1,7
59,45,1,1,1,56
23,31,1,1,1,14
279,279,3,2,31,7
439,161,1,1,1,56
19,26,3,1,1,112
1331,1224,1,1,1,28
40,40,3,2,2,56
546,533,3,1,13,14
910,910,3,1,14,14
168,245,1,1,1,7
923,820,1,1,1,28
448,448,3,2,7,28
24,80,1,2,1,112
2723,570,1,1,1,7
2201,2170,3,2,31,14
1303,341,1,1,1,28
2531,576,1,1,1,14
134,145,1,1,1,56
679,672,3,2,7,28
2080,3530,3,1,5,14
3525,3595,1,1,1,14
1534,347,1,1,1,56
11,27,3,1,1,112
2550,2465,3,1,17,14
204,194,3,2,2,112
3315,3315,3,1,39,7
2788,2747,3,1,41,14
918,3023,1,1,1,7
2485,2450,3,2,35,7
19,19,1,1,1,56
91,168,1,1,1,28
1430,1419,3,2,11,14
37,26,1,1,1,56
606,600,3,2,6,28
55,105,1,2,1,112
26,67,1,2,1,112
811,3453,1,1,1,7
3930,1958,1,1,1,28
3204,2924,1,1,1,14
240,720,1,1,1,7
51,41,1,1,1,56
441,151,1,1,1,28
1321,351,1,1,1,28
154,320,1,2,2,14
3583,826,1,1,1,7
42,68,1,1,1,56
420,420,3,2,21,14
800,800,3,1,32,14
287,287,3,2,41,7
577,2473,1,1,1,28
307,233,1,1,1,112
1540,1526,3,1,7,28
3445,3316,1,1,1,7
1596,1596,3,1,38,14
24,91,1,1,1,112
574,542,1,1,1,7
1624,1596,3,1,28,14
348,348,3,1,29,14
5,7,1,1,1,112
1024,272,1,1,1,14
902,3591,1,1,1,14
326,120,1,1,1,28
3068,3042,3,1,26,7
3774,3515,3,1,37,7
3317,3066,1,1,1,7
2112,2052,3,2,12,28
224,224,3,2,32,7
3172,3085,1,1,1,112
100,230,1,1,1,28
464,464,3,1,16,14
1209,3727,1,1,1,7
210,200,3,1,5,56
16,47,1,2,1,112
180,180,3,1,30,7
1947,1947,3,2,33,14
539,1814,1,1,1,28
210,203,3,1,7,28
258,75,1,1,1,7
493,493,3,1,29,14
4,16,1,1,1,112
41,44,1,1,1,112
1080,1050,3,2,30,14
360,350,3,1,5,56
738,738,3,1,41,7
171,295,1,2,1,56
1248,1236,3,2,6,56
3213,736,1,1,1,7
206,375,1,1,1,112
124,176,1,1,1,28
217,608,1,1,1,7
617,569,3,1,1,112
195,190,3,1,5,28
1182,1152,3,1,6,56
525,518,3,2,7,28
948,882,1,1,1,56
448,434,3,1,7,28
20,18,3,1,2,56
1939,1904,3,2,7,56
73,46,1,1,1,56
3300,3275,3,1,25,7
140,140,3,2,28,7
6,15,1,1,1,56
904,904,3,2,8,28
2053,430,1,1,1,28
1630,3834,1,1,1,7
85,141,3,1,1,112
580,570,3,1,5,56
7,36,1,1,1,112
116,513,1,1,1,112
260,260,3,2,10,14
420,444,1,1,6,14
459,665,1,1,1,112
145,66,1,1,1,14
1140,1135,3,2,5,56
168,168,3,1,7,14
406,315,3,1,7,28
1408,1386,3,1,22,7
135,135,3,1,27,7
19,38,1,1,1,112
64,60,3,2,2,112
59,66,3,1,1,112
109,105,1,1,1,7
2898,2856,3,2,42,14
160,504,1,1,1,14
726,732,3,2,6,28
253,1014,1,1,1,14
3360,3360,3,2,42,14
56,63,1,1,1,112
1011,1029,1,2,3,14
86,56,1,1,1,14
1932,1918,3,1,14,14
1772,1673,1,1,1,28
652,558,1,1,1,7
104,104,3,2,4,56
3333,3333,3,1,33,7
1002,278,1,1,1,28
1632,1632,3,2,34,7
243,365,1,1,1,112
3598,1327,1,1,1,56
685,264,1,1,1,56
1755,1728,3,2,27,14
3573,3593,1,1,1,14
2574,2556,3,1,9,28
2048,2032,3,1,16,14
60,50,3,1,10,14
176,176,3,1,16,14
3570,3570,3,2,42,7
430,2063,1,1,1,7
984,972,3,1,6,56
15,20,1,1,1,56
1120,309,1,1,1,56
144,240,1,2,8,7
290,290,3,2,29,7
57,57,3,1,3,28
2099,579,1,1,1,56
137,196,1,1,1,56
7,10,1,1,1,7
1629,1382,1,1,1,7
1642,1443,1,1,1,14
781,770,3,1,11,14
14,31,1,1,1,112
3465,3564,3,2,33,14
118,466,1,1,1,56
745,236,1,1,1,56
256,217,1,1,1,14
231,231,3,2,21,14
3055,3029,3,1,13,28
660,2626,1,1,1,14
75,124,1,1,1,7
966,948,3,2,6,56
101,72,1,2,1,112
781,245,1,1,1,56
124,411,1,1,1,7
1116,1116,3,2,12,14
756,738,3,1,6,56
1216,1216,3,2,19,14
1177,356,1,1,1,56
900,880,3,1,20,14
82,175,1,2,1,112
1068,287,1,1,1,14
1066,1025,3,1,41,7
383,1073,1,1,1,28
2978,2806,1,1,1,14
132,209,1,2,1,112
1163,3703,1,1,1,14
111,126,3,2,3,56
906,350,1,1,1,7
3103,608,1,1,1,7
983,223,1,1,1,7
62,143,1,1,1,28
1290,1272,3,1,6,56
44,40,3,2,4,56
3224,3224,3,1,26,7
2479,2267,1,1,1,7
3633,895,1,1,1,7
1271,1230,3,1,41,7
1804,1826,3,2,22,7
37,78,1,1,1,28
1395,1364,3,1,31,14
2504,2358,1,1,1,7
7,11,1,1,1,56
1638,1617,3,2,7,56
63,45,1,1,1,14
1960,1855,3,1,35,14
260,247,3,1,13,14
460,437,3,1,23,14
171,778,1,1,1,56
49,77,1,1,1,112
651,929,1,1,1,56
2035,1998,3,1,37,14
411,447,1,1,1,56
88,88,3,2,4,112
364,364,3,1,26,14
816,816,3,1,34,14
1746,1286,1,1,1,56
2112,1696,3,1,32,14
62,168,1,1,1,28
2306,2208,1,1,1,7
1316,1710,1,1,1,14
433,148,1,1,1,56
3872,3872,3,2,32,7
1665,1638,3,1,9,28
192,248,3,2,4,14
2576,2544,3,1,8,56
762,752,1,1,1,7
1769,986,3,1,29,14
2378,2337,3,1,41,14
66,63,3,1,3,56
15,20,3,1,1,112
347,1135,1,1,1,28
1076,380,1,1,2,28
9,20,1,1,1,14
864,864,3,2,18,14
136,204,1,1,1,112
1558,1517,3,1,41,7
385,415,1,1,5,14
65,56,1,1,1,112
430,161,1,1,1,56
1827,1806,3,1,21,7
3360,3318,3,2,42,14
1428,1337,1,1,1,14
2706,2706,3,2,41,14
3459,733,1,1,1,28
2889,649,1,1,1,14
1078,2566,1,1,2,28
294,270,3,2,3,112
10,14,3,1,1,112
37,92,1,1,1,14
777,740,3,2,37,14
1681,1640,3,1,41,7
20,20,3,2,2,112
591,181,1,1,1,14
2213,3946,1,1,1,7
2116,446,1,1,1,56
38,145,1,1,1,14
552,142,1,1,1,7
330,319,3,1,11,14
1025,1973,1,1,1,28
67,150,1,2,1,112
182,66,1,1,1,7
2434,481,1,1,1,7
1989,1989,3,2,39,7
22,22,1,1,1,14
2123,2158,1,1,1,7
3145,3145,3,1,37,7
197,256,1,2,1,56
3241,717,1,1,1,14
952,952,3,1,28,14
120,120,3,2,10,14
234,903,1,1,1,7
142,106,1,1,1,56
1140,1120,3,2,10,28
12,17,1,1,1,112
237,975,1,1,1,14
3852,3852,3,1,36,7
6,10,1,1,1,112
21,21,3,2,3,112
122,55,1,1,1,56
56,32,1,1,1,7
35,109,1,1,1,56
130,196,1,2,1,56
780,762,3,2,6,56
701,827,1,1,1,7
94,214,1,2,1,112
1520,1480,3,2,40,7
1832,1828,1,2,2,14
845,239,1,1,1,28
180,594,1,1,1,28
3738,1030,1,1,1,14
3948,3948,3,2,42,7
3230,3230,3,1,34,7
288,270,3,1,6,28
44,40,3,2,2,112
3867,1163,1,1,1,7
98,84,3,1,14,7
256,105,1,1,1,28
5,8,1,1,1,7
258,95,1,1,1,28
2400,2360,3,2,40,14
450,450,3,2,15,14
3926,2639,1,1,1,56
3952,3952,3,1,38,7
268,368,1,2,2,56
98,57,1,1,1,56
2168,2044,1,1,1,7
25,39,1,2,1,112
1371,337,1,1,1,14
35,110,1,1,1,56
527,1755,1,1,1,14
840,850,1,1,1,28
1271,1271,3,2,41,14
2832,2816,3,2,16,14
612,612,3,1,17,14
3968,3091,1,1,1,7
228,228,3,1,12,14
2754,2686,3,1,17,14
210,110,1,1,1,7
128,124,3,2,4,56
205,278,1,2,1,112
2156,2156,3,2,28,7
420,2268,1,1,1,14
997,273,1,1,1,28
2077,409,1,1,1,7
96,189,1,1,1,56
85,85,3,2,17,7
3933,3923,1,1,1,14
43,104,1,1,1,28
76,160,1,1,1,56
124,348,1,1,1,28
689,702,3,1,13,14
31,64,1,1,1,7
150,184,1,1,1,14
336,322,3,1,7,28
13,21,1,1,1,112
3094,2990,1,1,1,28
1491,344,1,1,1,56
1765,1513,1,1,1,28
1280,290,1,1,1,7
1249,303,1,1,1,14
12,21,1,1,1,112
2687,496,1,1,1,7
3080,3020,3,2,20,14
53,41,1,1,1,28
72,69,3,1,3,56
59,77,1,1,1,7
1133,1164,1,1,1,7
1408,1376,3,1,32,14
516,510,3,2,6,56
3,3,1,1,1,56
20,28,1,1,1,14
157,101,1,2,1,112
190,190,3,2,10,14
738,750,3,2,3,112
1443,1443,3,1,37,14
72,169,1,1,1,14
120,203,1,2,1,112
742,1692,1,1,1,14
478,1739,1,1,1,56
3942,3942,3,2,27,14
50,63,1,1,1,28
1558,1520,3,1,38,14
483,2816,1,1,1,28
26,38,1,1,1,112
23,46,1,1,1,7
2063,485,1,1,1,28
3027,2918,1,1,1,28
1491,348,1,1,1,14
130,144,1,1,1,56
2058,481,1,1,1,28
216,262,1,2,2,56
430,430,3,2,10,14
2420,2395,1,2,5,14
1131,1131,3,2,39,7
1462,343,1,1,1,14
1640,1620,3,2,20,7
180,160,3,2,20,14
201,186,3,2,3,112
236,260,1,1,2,28
3290,3255,3,2,35,7
1474,1694,3,2,22,14
112,112,3,2,8,14
1064,624,3,1,4,56
63,63,3,2,3,56
4,16,1,1,1,112
140,135,3,1,5,56
3948,3920,3,1,7,7
1152,1152,3,2,36,14
936,936,3,1,18,14
1953,374,1,1,1,7
2348,2159,1,1,1,28
1147,1147,3,2,37,14
1949,1782,1,1,1,14
1462,1632,3,2,34,14
168,168,3,1,28,7
3612,3570,3,2,42,7
252,296,1,2,2,56
632,624,3,1,8,28
156,92,1,1,1,28
37,52,1,1,1,112
756,756,3,1,36,14
1239,1239,3,2,21,7
234,103,1,1,1,56
868,868,3,1,28,14
554,170,1,1,1,56
3910,1015,1,1,1,28
986,3181,1,1,1,7
2576,486,1,1,1,28
946,946,3,2,22,7
120,172,1,2,1,112
583,612,1,1,1,7
2050,2009,3,1,41,14
196,260,1,2,2,56
27,35,1,2,1,112
128,124,3,2,4,28
142,358,1,1,1,14
148,71,1,1,1,56
116,242,1,2,1,56
2728,2697,3,2,31,7
1554,1554,3,2,37,7
144,63,1,1,1,7
276,270,3,1,6,28
128,142,1,1,1,28
1051,221,1,1,1,7
44,92,1,1,1,7
1189,3850,1,1,1,28
567,567,3,1,27,14
2779,494,1,1,1,28
1964,456,1,1,1,14
2978,615,1,1,1,28
99,152,1,1,1,112
405,143,1,1,1,14
385,375,3,2,5,112
384,1829,1,1,1,14
540,534,3,1,6,28
51,69,1,1,1,7
1099,1099,1,1,1,14
100,118,1,1,1,56
3103,686,1,1,1,7
105,84,3,1,21,7
3234,2935,1,1,1,7
650,650,3,2,26,14
77,115,1,2,1,112
1462,1462,3,2,17,14
1798,1769,3,1,29,14
3576,3564,3,2,12,28
2268,2226,3,1,42,7
3770,3770,3,2,26,14
188,800,1,1,1,56
3253,613,1,1,1,14
34,53,1,1,1,14
1274,285,1,1,1,14
1311,347,1,1,1,56
326,212,1,1,1,112
240,230,3,1,5,56
3904,3788,1,1,2,14
407,125,1,1,1,14
140,105,3,1,35,7
3867,3867,1,1,1,7
3715,3689,1,1,1,28
2400,2360,3,2,40,14
561,409,1,1,1,56
944,936,3,1,8,28
2550,2516,3,2,17,14
2034,2007,3,1,9,28
1674,2943,1,1,1,56
774,255,1,1,1,7
128,134,3,1,2,56
2501,2460,3,1,41,14
864,856,3,2,8,28
1155,1155,3,1,21,14
3538,818,1,1,1,14
762,768,3,2,3,28
2652,2618,3,2,34,7
62,137,1,2,1,56
702,683,1,1,1,14
162,308,1,2,2,28
702,715,3,2,13,14
1387,1437,1,1,1,7
76,72,3,1,2,56
1242,1224,3,1,9,28
3696,3654,3,1,42,7
19,44,1,1,1,112
2618,2585,3,1,11,28
579,1887,1,1,1,14
451,128,1,1,1,28
858,858,3,2,26,14
727,587,1,1,1,7
244,116,3,1,2,56
7,13,1,1,1,14
962,962,3,1,37,14
1363,329,1,1,1,14
1215,543,1,1,1,7
648,197,1,1,1,28
477,337,1,1,1,56
2574,2556,3,1,18,14
6,8,1,1,1,112
7,12,1,1,1,112
664,688,3,1,4,112
213,93,1,1,1,56
304,880,1,1,1,56
252,246,3,2,6,28
199,297,1,2,1,112
260,255,3,2,5,56
1330,1309,3,1,7,56
1520,1477,1,1,1,7
16,76,1,1,1,112
294,196,1,1,2,14
1932,2016,3,1,6,112
1107,307,1,1,1,56
763,700,1,1,1,56
42,60,3,2,1,56
698,720,1,1,1,7
760,722,3,2,38,14
1400,1505,3,1,35,14
2001,2014,1,1,1,7
26,45,1,1,1,112
1035,1035,3,2,23,14
1640,1599,3,1,41,14
193,308,1,1,1,28
1293,283,1,1,1,7
24,55,1,1,1,14
359,1712,1,1,1,56
51,51,3,2,3,56
1637,1834,1,1,1,7
2241,430,1,1,1,7
234,306,1,2,2,56
3968,3832,1,1,1,14
872,3820,1,1,1,28
3280,3280,3,2,40,14
910,186,1,1,1,7
1541,1414,1,1,1,14
262,655,1,1,1,28
168,72,1,1,1,14
103,185,1,1,1,112
